query,chapter,chapterid,relevance
Why did Judas betray Jesus?,John 18,1015,3
Why did Judas betray Jesus?,Matthew 26,955,5
Why did Judas betray Jesus?,John 13,1010,5
Why did Judas betray Jesus?,John 12,1009,5
Why did Judas betray Jesus?,Matthew 27,956,4
Why did Judas betray Jesus?,Acts 8,1026,1
Why did Judas betray Jesus?,Matthew 10,939,2
Why did Judas betray Jesus?,Matthew 15,944,1
Why did Judas betray Jesus?,Acts 12,1030,1
Why did Judas betray Jesus?,Acts 5,1023,4
Why did Judas betray Jesus?,Luke 22,995,5
Why did Judas betray Jesus?,Matthew 14,943,1
Why did Judas betray Jesus?,Acts 6,1024,1
Why did Judas betray Jesus?,John 6,1003,5
Why did Judas betray Jesus?,Philemon 1,1133,1
Why did Judas betray Jesus?,Mark 1,958,1
Why did Judas betray Jesus?,Acts 24,1042,1
Why did Judas betray Jesus?,Romans 1,1047,1
Why did Judas betray Jesus?,Jude 1,1167,3
Why did Judas betray Jesus?,Hebrews 10,1143,1
Why did Judas betray Jesus?,Mark 14,971,5
Why did Judas betray Jesus?,John 7,1004,1
Why did Judas betray Jesus?,2 Peter 1,1157,1
Why did Judas betray Jesus?,1 Peter 5,1156,1
Why did Judas betray Jesus?,Galatians 5,1096,1
Why did Judas betray Jesus?,Romans 5,1051,1
Why did Judas betray Jesus?,Acts 4,1022,1
Why did Judas betray Jesus?,1 Thessalonians 2,1113,1
Why did Judas betray Jesus?,Mark 8,965,1
Why did Judas betray Jesus?,1 Peter 1,1152,1
Why did Judas betray Jesus?,Isaiah 53,732,3
Why did Judas betray Jesus?,Titus 1,1130,1
Why did Judas betray Jesus?,Galatians 3,1094,2
Why did Judas betray Jesus?,1 Timothy 1,1120,1
Why did Judas betray Jesus?,1 Corinthians 15,1077,1
Why did Judas betray Jesus?,Amos 2,881,1
Why did Judas betray Jesus?,Revelation 1,1168,1
Why did Judas betray Jesus?,2 Thessalonians 1,1117,1
Why did Judas betray Jesus?,Job 32,468,1
Why did Judas betray Jesus?,2 Peter 2,1158,1
Why did Judas betray Jesus?,Luke 7,980,1
Why did Judas betray Jesus?,Acts 1,1019,1
Why did Judas betray Jesus?,2 Chronicles 35,402,1
Why did Judas betray Jesus?,2 Corinthians 11,1089,1
Why did Judas betray Jesus?,Hebrews 4,1137,1
Why did Judas betray Jesus?,Luke 9,982,3
Why did Judas betray Jesus?,John 20,1017,1
Why did Judas betray Jesus?,Job 42,478,1
Why did Judas betray Jesus?,Luke 4,977,1
Why did Judas betray Jesus?,2 Corinthians 8,1086,1
Why did Judas betray Jesus?,Zechariah 11,922,5
Why did Judas betray Jesus?,Psalms 41,519,5
Why did Judas betray Jesus?,Jeremiah 19,764,5
Why did Judas betray Jesus?,Jeremiah 32,777,5
